section_id,section_order,hidden_initial,question_text,field_name,field_type,option_label,option_value,control_type,required,data_next,data_toggle
q1187,57,TRUE,Was löst Ihren Schwindel aus?,1187,checkbox,körperliche Anstrengung,körperliche Anstrengung,radio/checkbox,FALSE,,
q1187,57,TRUE,Was löst Ihren Schwindel aus?,1187,checkbox,Stress/Schlafmangel,Stress/Schlafmangel,radio/checkbox,FALSE,,
q1187,57,TRUE,Was löst Ihren Schwindel aus?,1187,checkbox,Überkopfarbeiten,Überkopfarbeiten,radio/checkbox,FALSE,,
q1187,57,TRUE,Was löst Ihren Schwindel aus?,1187_freitext,text,_ sonstige z.B. bestimmte Nahrungsmittel,,input,FALSE,,
q1188,58,TRUE,Auftreten und Dauer des Schwindels?,1188,checkbox,Plötzlich einsetzend,Plötzlich einsetzend,radio/checkbox,FALSE,,
q1188,58,TRUE,Auftreten und Dauer des Schwindels?,1188,checkbox,"Langsam, allmählich, schleichend","Langsam, allmählich, schleichend",radio/checkbox,FALSE,,
q1188,58,TRUE,Auftreten und Dauer des Schwindels?,1188,checkbox,Sekunden bis Minuten,Sekunden bis Minuten,radio/checkbox,FALSE,,
q1188,58,TRUE,Auftreten und Dauer des Schwindels?,1188,checkbox,Minuten bis Stunden,Minuten bis Stunden,radio/checkbox,FALSE,,
q1188,58,TRUE,Auftreten und Dauer des Schwindels?,1188,checkbox,Mehrere Tage,Mehrere Tage,radio/checkbox,FALSE,,
q1188,58,TRUE,Auftreten und Dauer des Schwindels?,1188,checkbox,Wochen bis Monate,Wochen bis Monate,radio/checkbox,FALSE,,
q1188,58,TRUE,Auftreten und Dauer des Schwindels?,1188,checkbox,Schwindelattacken,Schwindelattacken,radio/checkbox,FALSE,,
q1188,58,TRUE,Auftreten und Dauer des Schwindels?,1188,checkbox,Dauerschwindel,Dauerschwindel,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Bewusstseinsverlust,Bewusstseinsverlust,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Gefühlsstörungen,Gefühlsstörungen,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Herzrasen,Herzrasen,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Hörminderung,Hörminderung,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Kopfschmerzen,Kopfschmerzen,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Kribbelmissempfindungen,Kribbelmissempfindungen,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Lähmungen,Lähmungen,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Nystagmus/Augenpendeln,Nystagmus/Augenpendeln,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Ohrgeräusche,Ohrgeräusche,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Sprachstörungen,Sprachstörungen,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Schweißausbruch,Schweißausbruch,radio/checkbox,FALSE,,
q1189,59,TRUE,Was begleitet den Schwindel?,1189,checkbox,Verwirrtheit,Verwirrtheit,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Schwangerschaftsprobleme,Schwangerschaftsprobleme,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Abschwächung oder erschwertes Wasserlassen,Abschwächung oder erschwertes Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Blutiger Urin,Blutiger Urin,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Brennen beim Wasserlassen,Brennen beim Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Dranginkontinenz,Dranginkontinenz,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Erektionsstörungen,Erektionsstörungen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Harndrang,Harndrang,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Häufiges Wasserlassen in kleinen Mengen,Häufiges Wasserlassen in kleinen Mengen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Hodenbeschwerden,Hodenbeschwerden,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Nierenkolik,Nierenkolik,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Restharngefühl,Restharngefühl,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Retrograder Samenerguss,Retrograder Samenerguss,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Sekretion der Harnröhre,Sekretion der Harnröhre,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Übelriechender Urin,Übelriechender Urin,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Varikozele/Hodenkrampfader,Varikozele/Hodenkrampfader,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,häufiges nächtliches Wasserlassen,häufiges nächtliches Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Schwangerschaftsprobleme,Schwangerschaftsprobleme,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Abschwächung oder erschwertes Wasserlassen,Abschwächung oder erschwertes Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Blutiger Urin,Blutiger Urin,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Brennen beim Wasserlassen,Brennen beim Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Dranginkontinenz,Dranginkontinenz,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Harndrang,Harndrang,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Häufiges Wasserlassen in kleinen Mengen,Häufiges Wasserlassen in kleinen Mengen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,klimakterische Beschwerden,klimakterische Beschwerden,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Nierenkolik,Nierenkolik,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Restharngefühl,Restharngefühl,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Übelriechender Urin,Übelriechender Urin,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Zyklusstörungen,Zyklusstörungen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Vaginaler Ausfluss,Vaginaler Ausfluss,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Juckreiz im Genitalbereich,Juckreiz im Genitalbereich,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Dyspareunie (Schmerzen beim Geschlechtsverkehr),Dyspareunie (Schmerzen beim Geschlechtsverkehr),radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Postmenopausale Blutung,Postmenopausale Blutung,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Zwischenblutungen,Zwischenblutungen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,starke oder verlängerte Regelblutungen,starke oder verlängerte Regelblutungen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,schmerzhafte Menstruation,schmerzhafte Menstruation,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,häufiges nächtliches Wasserlassen,häufiges nächtliches Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Schwangerschaftsprobleme,Schwangerschaftsprobleme,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Abschwächung oder erschwertes Wasserlassen,Abschwächung oder erschwertes Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Blutiger Urin,Blutiger Urin,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Brennen beim Wasserlassen,Brennen beim Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Dranginkontinenz,Dranginkontinenz,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Erektionsstörungen,Erektionsstörungen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Harndrang,Harndrang,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Häufiges Wasserlassen in kleinen Mengen,Häufiges Wasserlassen in kleinen Mengen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Hodenbeschwerden,Hodenbeschwerden,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Nierenkolik,Nierenkolik,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Restharngefühl,Restharngefühl,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Retrograder Samenerguss,Retrograder Samenerguss,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Sekretion der Harnröhre,Sekretion der Harnröhre,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Übelriechender Urin,Übelriechender Urin,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Varikozele/Hodenkrampfader,Varikozele/Hodenkrampfader,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,häufiges nächtliches Wasserlassen,häufiges nächtliches Wasserlassen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,klimakterische Beschwerden,klimakterische Beschwerden,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Zyklusstörungen,Zyklusstörungen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Vaginaler Ausfluss,Vaginaler Ausfluss,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Juckreiz im Genitalbereich,Juckreiz im Genitalbereich,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Dyspareunie (Schmerzen beim Geschlechtsverkehr),Dyspareunie (Schmerzen beim Geschlechtsverkehr),radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Postmenopausale Blutung,Postmenopausale Blutung,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,Zwischenblutungen,Zwischenblutungen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,starke oder verlängerte Regelblutungen,starke oder verlängerte Regelblutungen,radio/checkbox,FALSE,,
q1090,60,TRUE,Welche urologischen/gynäkologischen Störungen treten auf?,1090,checkbox,schmerzhafte Menstruation,schmerzhafte Menstruation,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,Vaginale Blutung,Vaginale Blutung,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,starke Unterbauchschmerzen/Wehen vor SSW 37,Unterbauchschmerzen/Wehen <37 SSW,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,Flüssigkeitsabgang (Verdacht Blasensprung),Flüssigkeitsabgang,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,Deutlich weniger/keine Kindsbewegungen ab SSW 24,Weniger/keine Kindsbewegungen ab 24 SSW,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,Starke Kopfschmerzen,Starke Kopfschmerzen,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,Sehstörungen,Sehstörungen,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,plötzliche Ödeme,plötzliche Ödeme,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,Symphysenschmerz,Symphysenschmerz,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,Sodbrennen,Sodbrennen,radio/checkbox,FALSE,,
q1290,61,TRUE,Schwangerschaft – Akute Beschwerden/Red Flags,1290_flags,checkbox,Hämorrhoiden,Hämorrhoiden,radio/checkbox,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_gravida,number,z. B. 2,,input,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_abortus,number,z. B. 1,,input,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_preterm,number,z. B. 0,,input,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_sectio,radio,Ja,ja,radio/checkbox,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_sectio,radio,Nein,nein,radio/checkbox,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_preeclampsia,radio,Ja,ja,radio/checkbox,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_preeclampsia,radio,Nein,nein,radio/checkbox,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_gdm,radio,Ja,ja,radio/checkbox,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_gdm,radio,Nein,nein,radio/checkbox,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_rh,radio,Ja,ja,radio/checkbox,FALSE,,
q1390,62,TRUE,Schwangerschaft – Vorgeschichte,1390_rh,radio,Nein,nein,radio/checkbox,FALSE,,
q1190,63,TRUE,Zyklus – Basisdaten,1190_menarche_j,number,z. B. 12,,input,FALSE,,
q1190,63,TRUE,Zyklus – Basisdaten,1190_lmp,date,,,input,FALSE,,
q1191,64,TRUE,Zyklus – Üblicher Zyklus,1191_flags,checkbox,Länge 24–38 Tage,Laenge 24–38 Tage,radio/checkbox,FALSE,,
q1191,64,TRUE,Zyklus – Üblicher Zyklus,1191_flags,checkbox,Schwankung >7–9 Tage,Schwankung >7–9 Tage,radio/checkbox,FALSE,,
q1191,64,TRUE,Zyklus – Üblicher Zyklus,1191_flags,checkbox,Dauer der Blutung >8 Tage,Dauer >8 Tage,radio/checkbox,FALSE,,
q1192,65,TRUE,Zyklus – Aktuell,1192_aktuell,checkbox,Amenorrhö,Amenorrhoe,radio/checkbox,FALSE,,
q1192,65,TRUE,Zyklus – Aktuell,1192_aktuell,checkbox,Polymenorrhö,Polymenorrhoe,radio/checkbox,FALSE,,
q1192,65,TRUE,Zyklus – Aktuell,1192_aktuell,checkbox,Zwischen-/Kontaktblutungen,Zwischen-/Kontaktblutungen,radio/checkbox,FALSE,,
q1192,65,TRUE,Zyklus – Aktuell,1192_aktuell,checkbox,postkoitale Blutung,postkoitale Blutung,radio/checkbox,FALSE,,
q1192,65,TRUE,Zyklus – Aktuell,1192_aktuell,checkbox,Intrauterinpessar vorhanden,IUP vorhanden,radio/checkbox,FALSE,,
q1192,65,TRUE,Zyklus – Aktuell,1192_aktuell,checkbox,Schwangerschaft möglich,Schwangerschaft moeglich,radio/checkbox,FALSE,,
q1193,66,TRUE,Zyklus – Blutungsstärke,1193_pads_per_day,number,z. B. 6,,input,FALSE,,
q1193,66,TRUE,Zyklus – Blutungsstärke,1193_flags,checkbox,nächtliches Wechseln erforderlich,naechtliches Wechseln erforderlich,radio/checkbox,FALSE,,
q1193,66,TRUE,Zyklus – Blutungsstärke,1193_flags,checkbox,Koagel >2–3 cm,Koagel >2–3 cm,radio/checkbox,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_geburten,number,z. B. 0,,input,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_abbrueche,number,z. B. 0,,input,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_ops,text,z. B. Konisation 2021,,input,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_myome,radio,Ja,ja,radio/checkbox,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_myome,radio,Nein,nein,radio/checkbox,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_endo,radio,Ja,ja,radio/checkbox,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_endo,radio,Nein,nein,radio/checkbox,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_pcos,radio,Ja,ja,radio/checkbox,FALSE,,
q1194,67,TRUE,Zyklus – Vorgeschichte,1194_pcos,radio,Nein,nein,radio/checkbox,FALSE,,
q1070,68,TRUE,Wo bestehen Beschwerden im Bewegungsapparat?,1070,checkbox,Gelenke,Gelenke,radio/checkbox,FALSE,,#q1171
q1070,68,TRUE,Wo bestehen Beschwerden im Bewegungsapparat?,1070,checkbox,Muskeln,Muskeln,radio/checkbox,FALSE,,#q1174
q1070,68,TRUE,Wo bestehen Beschwerden im Bewegungsapparat?,1070,checkbox,Wirbelsäule,Wirbelsäule,radio/checkbox,FALSE,,#q1175
q1116,69,TRUE,Wo befinden sich die Wunden?,1116,checkbox,Fuß,Fuß,radio/checkbox,FALSE,,
q1116,69,TRUE,Wo befinden sich die Wunden?,1116,checkbox,Hand,Hand,radio/checkbox,FALSE,,
q1116,69,TRUE,Wo befinden sich die Wunden?,1116,checkbox,Rumpf,Rumpf,radio/checkbox,FALSE,,
q1116,69,TRUE,Wo befinden sich die Wunden?,1116,checkbox,Unterschenkel,Unterschenkel,radio/checkbox,FALSE,,
q1116,69,TRUE,Wo befinden sich die Wunden?,1003,checkbox,keine,keine,radio/checkbox,FALSE,,#q1004
q1116,69,TRUE,Wo befinden sich die Wunden?,1116_freitext,text,_ sonstiges,,input,FALSE,,
q1117,70,TRUE,Wie lange besteht die Wunde?,1117_select,select,Bitte wählen…,,select,FALSE,,
q1117,70,TRUE,Wie lange besteht die Wunde?,1117_select,select,weniger als 3 Wochen,weniger als 3 Wochen,select,FALSE,,
q1117,70,TRUE,Wie lange besteht die Wunde?,1117_select,select,3 Wochen bis 3 Monate,3 Wochen bis 3 Monate,select,FALSE,,
q1117,70,TRUE,Wie lange besteht die Wunde?,1117_select,select,mehr als 3 Monate,mehr als 3 Monate,select,FALSE,,
q1020,71,TRUE,Welche Atembeschwerden haben Sie?,1020,checkbox,Atemnot,Atemnot,radio/checkbox,FALSE,,#q1121
q1020,71,TRUE,Welche Atembeschwerden haben Sie?,1020,checkbox,Erkältung,Erkältung,radio/checkbox,FALSE,,
q1020,71,TRUE,Welche Atembeschwerden haben Sie?,1020,checkbox,Husten,Husten,radio/checkbox,FALSE,,
q1020,71,TRUE,Welche Atembeschwerden haben Sie?,1020,checkbox,Infektion mit Fieber (Bronchitis/Lungenentzündung),Infektion mit Fieber (Bronchitis/Lungenentzündung),radio/checkbox,FALSE,,
q1020,71,TRUE,Welche Atembeschwerden haben Sie?,1020,checkbox,Nächtliche Atemaussetzer,Nächtliche Atemaussetzer,radio/checkbox,FALSE,,
q1020,71,TRUE,Welche Atembeschwerden haben Sie?,1020,checkbox,Schnarchen,Schnarchen,radio/checkbox,FALSE,,
q1020,71,TRUE,Welche Atembeschwerden haben Sie?,1020,checkbox,Beklemmung im Brustkorb,Beklemmung im Brustkorb,radio/checkbox,FALSE,,"#q1150,#q1151,#q1152,#q1153"
q1121,72,TRUE,Belastungsbezug der Atemnot,1121,checkbox,Atemnot nur bei starker Anstrengung,Atemnot nur bei starker Anstrengung,radio/checkbox,FALSE,,
q1121,72,TRUE,Belastungsbezug der Atemnot,1121,checkbox,Atemnot beim Eilen auf ebener Strecke oder bei leichter Steigung,Atemnot beim Eilen auf ebener Strecke oder bei leichter Steigung,radio/checkbox,FALSE,,
q1121,72,TRUE,Belastungsbezug der Atemnot,1121,checkbox,Notwendigkeit auf ebener Strecke langsamer zu gehen,Notwendigkeit auf ebener Strecke langsamer zu gehen,radio/checkbox,FALSE,,
q1121,72,TRUE,Belastungsbezug der Atemnot,1121,checkbox,Pause nach ~100 m oder wenigen Minuten Gehen,Pause nach ~100 m oder wenigen Minuten Gehen,radio/checkbox,FALSE,,
q1121,72,TRUE,Belastungsbezug der Atemnot,1121,checkbox,"Zu atemlos, um das Haus zu verlassen","Zu atemlos, um das Haus zu verlassen",radio/checkbox,FALSE,,
q1121,72,TRUE,Belastungsbezug der Atemnot,1121,checkbox,Atemnot beim An-/Auskleiden,Atemnot beim An-/Auskleiden,radio/checkbox,FALSE,,
q1121,72,TRUE,Belastungsbezug der Atemnot,1121,checkbox,nächtliche Atemnot,nächtliche Atemnot,radio/checkbox,FALSE,,
q1121,72,TRUE,Belastungsbezug der Atemnot,1121,checkbox,Abhängigkeit vom Respirator,Abhängigkeit vom Respirator,radio/checkbox,FALSE,,
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1030,checkbox,Erbrechen,Erbrechen,radio/checkbox,FALSE,,"#q1130,#q1131,#q1132,#q1133,#q1134,#q1135,#q1136,#q1136a,#q1136b,#q1137"
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1030,checkbox,Bauchschmerz,Bauchschmerz,radio/checkbox,FALSE,,#q1131
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1030,checkbox,Blähungen,Blähungen,radio/checkbox,FALSE,,
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1030,checkbox,Durchfall,Durchfall,radio/checkbox,FALSE,,
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1030,checkbox,Koliken,Koliken,radio/checkbox,FALSE,,
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1030,checkbox,Reflux,Reflux,radio/checkbox,FALSE,,
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1030,checkbox,Verstopfung,Verstopfung,radio/checkbox,FALSE,,
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1003,checkbox,keine,keine,radio/checkbox,FALSE,,#q1004
q1030,73,TRUE,Welche Verdauungs-/Bauchbeschwerden haben Sie?,1030_freitext,text,_ machen Sie weitere Angaben z.B. über Lokalisation und Ausdehnung,,input,FALSE,,
q1130,74,TRUE,Häufigkeit,1130_freq_per_day,number,z. B. 3,,input,FALSE,,
q1131,75,TRUE,Nahrungsabhängigkeit,1131_nahrungsabhaengig,radio,postprandial,postprandial,radio/checkbox,FALSE,,
q1131,75,TRUE,Nahrungsabhängigkeit,1131_nahrungsabhaengig,radio,nüchtern,nuechtern,radio/checkbox,FALSE,,
q1132,76,TRUE,Charakter,1132_uebelkeit,radio,Übelkeit: Ja,ja,radio/checkbox,FALSE,,
q1132,76,TRUE,Charakter,1132_uebelkeit,radio,Übelkeit: Nein,nein,radio/checkbox,FALSE,,
q1133,77,TRUE,Inhalt des Erbrochenen,1133_inhalt,checkbox,Nahrungsreste,nahrungsreste,radio/checkbox,FALSE,,
q1133,77,TRUE,Inhalt des Erbrochenen,1133_inhalt,checkbox,gallig,gallig,radio/checkbox,FALSE,,
q1133,77,TRUE,Inhalt des Erbrochenen,1133_inhalt,checkbox,kaffeesatzartig,kaffeesatzartig,radio/checkbox,FALSE,,
q1133,77,TRUE,Inhalt des Erbrochenen,1133_inhalt,checkbox,blutig,blutig,radio/checkbox,FALSE,,
q1134,78,TRUE,Bauchschmerz,1134_ort,checkbox,epigastrisch,epigastrisch,radio/checkbox,FALSE,,
q1134,78,TRUE,Bauchschmerz,1134_ort,checkbox,rechter Unterbauch,rechter_unterbauch,radio/checkbox,FALSE,,
q1134,78,TRUE,Bauchschmerz,1134_ort,checkbox,linker Unterbauch,linker_unterbauch,radio/checkbox,FALSE,,
q1134,78,TRUE,Bauchschmerz,1134_kolik,radio,ja,ja,radio/checkbox,FALSE,,
q1134,78,TRUE,Bauchschmerz,1134_kolik,radio,nein,nein,radio/checkbox,FALSE,,
q1135,79,TRUE,Stuhlgang,1135_stuhl,checkbox,Diarrhö,diarrhoe,radio/checkbox,FALSE,,
q1135,79,TRUE,Stuhlgang,1135_stuhl,checkbox,Obstipation,obstipation,radio/checkbox,FALSE,,
q1135,79,TRUE,Stuhlgang,1135_stuhl,checkbox,Meteorismus,meteorismus,radio/checkbox,FALSE,,
q1136,80,TRUE,Fieber/Schüttelfrost,1136_fieber,radio,Ja,ja,radio/checkbox,FALSE,,
